,length,width,depth,table,carat_log,cut_num,color_num,clarity_num
49,6.76,6.8,4.25,3.6923999999999992,0.1823215567939546,4,3,4
50,6.4,6.47,4.03,3.6878999999999995,0.01980262729617973,4,4,3
51,6.43,6.46,3.96,3.7468,0.01980262729617973,3,6,5
52,6.77,6.7,4.24,3.819,0.1823215567939546,4,1,1
53,6.56,6.45,3.89,4.1925,0.0,1,5,2
54,6.69,6.64,4.07,3.9175999999999997,0.10436001532424286,3,3,2
55,4.77,4.73,2.88,2.6015000000000006,-0.941608539858445,3,4,4
56,6.55,6.44,4.09,3.6708,0.06765864847381486,3,2,2
57,6.63,6.66,4.15,3.9294,0.131028262406404,2,1,3
58,5.36,5.38,3.3,3.0719800000000004,-0.5447271754416722,4,5,1
59,7.2,7.29,4.66,4.1552999999999995,0.4054651081081644,1,3,1
60,4.11,4.14,2.53,2.3184,-1.3470736479666092,4,3,5
61,6.28,6.35,3.9,3.937,0.009950330853168092,1,1,1
62,4.78,4.75,2.91,2.66,-0.916290731874155,4,4,4
63,4.37,4.41,2.74,2.5578,-1.1086626245216111,3,4,3
64,7.01,6.98,4.32,3.8390000000000004,0.2468600779315258,4,4,4
65,5.83,5.8,3.63,3.19,-0.2876820724517809,4,6,3
66,7.73,7.64,4.7,4.354799999999999,0.5306282510621704,3,3,4
67,6.44,6.39,4.03,3.5784000000000002,0.01980262729617973,4,6,2
68,6.17,6.24,3.82,3.5568,-0.10536051565782628,4,3,2
69,6.0,5.96,3.71,3.5164,-0.18632957819149348,3,4,3
70,6.28,6.21,3.77,3.9123,-0.10536051565782628,2,4,1
71,4.42,4.45,2.7,2.581,-1.1394342831883648,2,3,3
72,6.45,6.49,4.08,3.8291,0.04879016416943205,1,5,4
73,6.18,6.15,3.85,3.8745000000000003,-0.10536051565782628,2,6,2
74,5.66,5.74,3.55,3.2718,-0.342490308946776,4,5,1
75,5.42,5.45,3.34,3.1065,-0.5108256237659907,4,4,5
76,6.86,6.92,4.22,3.9443999999999995,0.20701416938432612,2,0,5
77,6.14,6.22,3.87,3.5453999999999994,0.009950330853168092,0,6,2
78,5.58,5.48,3.64,3.2332,-0.35667494393873245,0,4,4
79,7.48,7.46,4.66,4.1776,0.4637340162321402,4,1,2
80,4.45,4.52,2.79,2.6215999999999995,-1.0498221244986778,2,3,7
81,6.11,6.06,3.87,3.5753999999999997,-0.10536051565782628,1,4,3
82,7.63,7.59,5.34,4.3263,0.6931471805599453,0,4,1
83,5.72,5.67,3.44,3.5154,-0.342490308946776,3,5,2
84,4.11,4.18,2.52,2.4244,-1.3470736479666092,2,4,6
85,5.22,5.25,3.2,2.9400000000000004,-0.6348782724359695,4,4,3
86,4.57,4.55,2.79,2.639,-1.0498221244986778,3,1,3
87,4.25,4.33,2.66,2.598,-1.2039728043259361,3,3,5
88,6.56,6.6,3.99,3.7619999999999996,0.03922071315328133,2,3,1
89,3.93,3.96,2.46,2.178,-1.4696759700589417,2,4,6
90,6.46,6.48,4.0,3.8232,0.02955880224154443,3,4,4
91,4.26,4.29,2.66,2.4453,-1.2039728043259361,4,3,2
92,6.49,6.53,4.11,3.8527,0.0769610411361284,1,5,2
93,7.42,7.39,4.54,4.360099999999999,0.4252677354043441,4,1,1
94,6.89,6.84,4.21,3.8304000000000005,0.1823215567939546,4,5,3
95,5.8,5.84,3.54,3.3287999999999998,-0.342490308946776,4,5,2
96,4.79,4.76,2.88,2.8084,-0.8915981192837836,3,3,2
97,6.6,6.55,4.08,3.7334999999999994,0.08617769624105241,3,3,3
98,5.68,5.71,3.48,3.4831,-0.35667494393873245,1,4,2
99,6.27,6.22,3.84,3.4832,-0.09431067947124129,3,6,1
100,6.57,6.67,4.03,3.8686,0.06765864847381486,2,6,7
101,7.11,7.18,4.58,4.236199999999999,0.41871033485818504,1,2,2
102,5.91,5.97,3.81,3.1641,-0.21072103131565253,1,4,2
103,5.03,5.06,3.17,2.8336,-0.6931471805599453,2,4,2
104,4.48,4.5,2.83,2.475,-1.0498221244986778,2,2,5
105,5.73,5.76,3.45,3.456,-0.35667494393873245,2,3,4
106,4.48,4.52,2.71,2.6215999999999995,-1.0788096613719298,3,2,2
107,5.81,5.84,3.53,3.2704000000000004,-0.342490308946776,4,5,2
108,4.39,4.36,2.7,2.3980000000000006,-1.171182981502945,4,5,3
109,5.28,5.25,3.24,2.9400000000000004,-0.5978370007556204,3,5,3
110,6.56,6.52,4.05,3.6512000000000002,0.04879016416943205,4,3,3
111,4.4,4.43,2.69,2.658,-1.1394342831883648,3,2,2
112,4.29,4.3,2.64,2.4939999999999998,-1.2039728043259361,4,5,5
113,5.72,5.77,3.53,3.23697,-0.35667494393873245,2,2,1
114,6.15,6.2,3.88,3.534,-0.10536051565782628,2,2,1
115,4.36,4.41,2.71,2.646,-1.1394342831883648,2,4,5
116,6.63,6.66,4.12,3.6630000000000003,0.11332868530700327,4,6,3
117,5.71,5.67,3.6,3.2318999999999996,-0.3285040669720361,2,3,3
118,5.72,5.67,3.54,3.2318999999999996,-0.35667494393873245,4,5,2
119,4.29,4.33,2.71,2.4680999999999997,-1.2039728043259361,2,4,3
120,5.14,5.17,3.09,2.9985999999999997,-0.6931471805599453,4,4,5
121,7.48,7.42,4.37,4.229399999999999,0.4054651081081644,3,6,1
122,5.33,5.36,3.24,3.0016000000000003,-0.5978370007556204,2,5,5
123,5.11,5.14,3.23,3.0839999999999996,-0.6348782724359695,1,5,1
124,6.29,6.31,3.99,3.8490999999999995,0.0,1,4,2
125,5.74,5.8,3.6,3.3059999999999996,-0.3011050927839216,2,6,3
126,5.11,5.13,3.12,2.9240999999999997,-0.6931471805599453,4,6,2
127,4.48,4.43,2.77,2.5693999999999995,-1.0788096613719298,3,2,4
128,7.04,6.98,4.34,4.0484,0.28517894223366247,3,2,2
129,5.35,5.31,3.31,3.0797999999999996,-0.5447271754416722,3,5,2
130,4.44,4.43,2.75,2.3922,-1.1394342831883648,4,4,4
131,6.34,6.3,3.97,3.7169999999999996,0.0,3,5,1
132,4.51,4.47,2.74,2.4585,-1.1086626245216111,3,5,4
133,6.45,6.48,4.01,3.6288000000000005,0.02955880224154443,4,4,5
134,5.78,5.81,3.57,3.3697999999999997,-0.3285040669720361,3,3,5
135,5.81,5.74,3.5,3.3866,-0.35667494393873245,3,2,4
136,4.68,4.7,2.93,2.5850000000000004,-0.941608539858445,2,3,2
137,5.86,5.83,3.52,3.2648,-0.342490308946776,4,6,2
138,5.76,5.8,3.48,3.364,-0.342490308946776,2,6,1
139,7.39,7.35,4.56,4.1895,0.4252677354043441,4,2,5
140,6.36,6.43,3.91,3.8579999999999997,0.0,2,4,3
141,4.65,4.69,2.88,2.9078000000000004,-0.941608539858445,2,3,4
142,4.65,4.71,2.96,2.6847,-0.916290731874155,1,6,3
143,6.61,6.66,3.95,3.7962,0.009950330853168092,2,4,1
144,6.31,6.36,4.03,3.816,0.009950330853168092,1,4,5
145,6.72,6.63,4.18,3.7790999999999997,0.131028262406404,4,2,1
146,5.11,5.09,3.21,2.9012999999999995,-0.6733445532637656,4,4,3
147,7.27,7.33,4.54,4.1781,0.4054651081081644,4,2,3
148,5.85,5.89,3.54,3.3572999999999995,-0.2876820724517809,4,6,1
149,4.36,4.34,2.67,2.4304,-1.171182981502945,4,3,3
150,6.28,6.33,3.93,3.5448000000000004,-0.030459207484708574,4,5,1
151,6.17,6.21,3.82,3.5397,-0.10536051565782628,2,4,3
152,4.34,4.3,2.61,2.5799999999999996,-1.2039728043259361,3,2,7
153,6.15,6.1,3.83,3.5379999999999994,-0.10536051565782628,3,1,1
154,6.53,6.51,3.91,4.0362,0.0,3,2,1
155,4.33,4.29,2.68,2.3595,-1.2039728043259361,4,6,2
156,6.53,6.51,3.98,3.6456000000000004,0.01980262729617973,4,5,3
157,6.03,6.07,3.85,3.8241,-0.10536051565782628,1,6,2
158,7.51,7.59,4.47,4.4780999999999995,0.4382549309311553,2,3,2
159,5.63,5.68,3.5,3.124,-0.3856624808119846,1,3,6
160,4.74,4.68,2.98,2.6208,-0.916290731874155,2,5,2
161,5.08,5.06,3.19,2.8336,-0.6733445532637656,3,2,1
162,8.69,8.64,5.11,5.0976,0.8415671856782185,3,0,1
163,4.37,4.39,2.68,2.5462,-1.171182981502945,4,2,2
164,6.65,6.64,4.08,3.7847999999999993,0.09531017980432493,4,2,4
165,6.38,6.34,3.97,3.7405999999999997,0.0,3,4,0
166,5.74,5.78,3.53,3.4102,-0.3285040669720361,2,6,1
167,4.68,4.71,2.89,2.5434,-0.9675840262617056,4,3,2
168,6.78,6.82,4.24,3.8874,0.19885085874516517,2,2,2
169,5.21,5.18,3.19,2.9525999999999994,-0.6348782724359695,4,3,6
170,6.44,6.36,4.01,3.6888,0.01980262729617973,3,3,3
171,4.43,4.45,2.74,2.6255,-1.1086626245216111,2,2,7
172,6.5,6.57,4.05,3.6792000000000007,0.058268908123975824,4,1,4
173,4.37,4.33,2.64,2.5114,-1.2039728043259361,3,4,7
174,4.16,4.2,2.61,2.3939999999999997,-1.2729656758128873,4,6,3
175,4.39,4.37,2.71,2.4035,-1.171182981502945,4,4,3
176,6.38,6.44,3.97,3.5420000000000007,0.009950330853168092,2,5,3
177,7.4,7.35,4.63,4.0425,0.4252677354043441,4,1,4
178,6.76,6.71,3.97,3.9589,0.06765864847381486,3,2,2
179,4.06,4.08,2.51,2.244,-1.3862943611198906,4,4,3
180,4.41,4.44,2.74,2.5308,-1.1086626245216111,4,2,5
181,6.9,6.87,4.27,4.0533,0.22314355131420976,3,0,3
182,4.45,4.48,2.73,2.4640000000000004,-1.1394342831883648,4,3,6
183,5.33,5.38,3.22,3.0128000000000004,-0.5978370007556204,4,6,3
184,6.71,6.64,4.05,4.0504,0.11332868530700327,3,0,1
185,4.16,4.19,2.6,2.2207000000000003,-1.3093333199837622,4,3,4
186,6.37,6.31,3.82,3.6597999999999997,-0.07257069283483537,3,0,4
187,4.37,4.34,2.72,2.387,-1.171182981502945,4,2,5
188,4.81,4.86,3.02,2.916,-0.843970070294529,2,4,3
189,4.34,4.31,2.76,2.3705,-1.171182981502945,1,1,2
190,6.87,6.92,4.23,3.9443999999999995,0.20701416938432612,4,2,7
191,6.37,6.41,3.99,3.7178,0.009950330853168092,2,4,1
192,4.75,4.78,2.97,2.5812000000000004,-0.916290731874155,4,3,5
193,6.97,6.94,4.35,4.0252,0.26236426446749106,3,4,4
194,5.0,5.04,3.17,3.024,-0.6931471805599453,2,4,1
195,8.04,7.98,5.0,4.7082,0.7080357930536959,3,6,1
196,4.7,4.75,2.97,2.7074999999999996,-0.916290731874155,2,0,3
197,4.35,4.34,2.75,2.4304,-1.1394342831883648,2,5,2
198,6.37,6.31,4.05,3.6597999999999997,0.009950330853168092,1,5,1
199,6.5,6.46,4.05,3.6821999999999995,0.03922071315328133,4,2,2
200,4.38,4.35,2.7,2.5229999999999997,-1.171182981502945,3,5,5
201,6.56,6.51,4.07,3.6456000000000004,0.058268908123975824,4,1,3
202,6.42,6.49,4.07,3.894,0.04879016416943205,1,2,2
203,5.79,5.62,3.55,3.2034,-0.342490308946776,4,5,3
204,4.44,4.47,2.79,2.5032,-1.0788096613719298,4,1,4
205,5.8,5.75,3.59,3.1050000000000004,-0.31471074483970024,4,4,5
206,6.36,6.43,4.05,3.4722,-0.01005033585350145,1,4,1
207,6.19,6.22,3.86,3.4210000000000003,-0.10536051565782628,4,5,1
208,4.56,4.6,2.88,2.6219999999999994,-1.0216512475319814,2,3,4
209,4.88,4.85,3.01,2.716,-0.843970070294529,4,5,3
210,6.41,6.37,3.96,3.6946,0.009950330853168092,3,3,1
211,7.04,6.9,4.1,4.002,0.17395330712343798,3,6,1
212,4.58,4.65,2.88,2.7435,-0.941608539858445,2,2,1
213,6.03,5.96,3.78,3.576,-0.13926206733350766,2,0,2
214,6.26,6.24,3.84,3.3696,-0.09431067947124129,4,5,2
215,4.54,4.57,2.78,2.6048999999999998,-1.0498221244986778,4,3,3
216,6.43,6.49,4.0,3.7641999999999998,0.01980262729617973,2,4,2
217,5.7,5.75,3.6,3.335,-0.3285040669720361,2,2,3
218,5.71,5.75,3.47,3.4499999999999997,-0.35667494393873245,2,4,2
219,7.39,7.46,4.63,4.252199999999999,0.44468582126144574,4,0,3
220,6.62,6.68,4.11,3.8743999999999996,0.11332868530700327,2,2,1
221,6.7,6.85,4.08,4.041499999999999,0.11332868530700327,2,3,1
222,8.19,8.31,5.14,4.986,0.7701082216960737,2,2,1
223,5.13,5.11,3.2,2.8616000000000006,-0.6733445532637656,4,6,3
224,3.98,4.02,2.5,2.2512,-1.4271163556401458,2,4,5
225,7.04,7.0,4.24,4.06,0.23901690047049992,3,0,1
226,6.18,6.24,3.78,3.6816,-0.10536051565782628,2,3,3
227,5.54,5.51,3.56,3.2508999999999997,-0.35667494393873245,0,2,2
228,5.28,5.3,3.31,2.968,-0.579818495252942,4,4,3
229,6.77,6.73,4.06,4.038,0.12221763272424911,3,2,2
230,5.12,5.02,3.21,2.8112,-0.6733445532637656,2,0,2
231,6.43,6.39,4.03,3.6422999999999996,0.009950330853168092,4,3,4
232,5.29,5.32,3.27,2.9260000000000006,-0.579818495252942,4,4,3
233,5.81,5.76,3.59,3.1104000000000003,-0.31471074483970024,4,3,2
234,6.16,6.13,3.86,3.6167,-0.09431067947124129,3,5,1
235,4.71,4.67,2.95,2.6152,-0.916290731874155,4,6,4
236,4.49,4.48,2.79,2.4640000000000004,-1.0788096613719298,4,5,3
237,7.65,7.6,4.74,4.4079999999999995,0.5306282510621704,3,1,3
238,6.16,6.18,3.88,3.5225999999999997,-0.10536051565782628,2,5,3
239,5.18,5.13,3.18,2.7702,-0.6733445532637656,4,5,3
240,5.69,5.75,3.45,3.4499999999999997,-0.35667494393873245,1,5,3
241,4.83,4.86,2.97,2.8188,-0.843970070294529,3,3,3
242,5.77,5.68,3.56,3.3511999999999995,-0.31471074483970024,3,5,2
243,4.42,4.44,2.72,2.4420000000000006,-1.1394342831883648,4,5,4
244,4.41,4.37,2.7,2.5783,-1.1394342831883648,3,2,6
245,6.17,6.21,3.86,3.6018,-0.09431067947124129,2,4,1
246,4.67,4.7,3.0,2.679,-0.916290731874155,1,0,3
247,4.95,4.98,3.08,2.7240600000000006,-0.7765287894989963,4,4,1
248,6.33,6.41,3.97,3.846,0.009950330853168092,2,1,3
249,4.35,4.39,2.71,2.4584,-1.171182981502945,4,4,3
250,6.64,6.61,4.11,3.5694000000000004,0.10436001532424286,4,2,1
251,5.14,5.05,3.09,3.0805,-0.6931471805599453,3,5,0
252,5.1,5.08,3.18,3.048,-0.6733445532637656,3,5,3
253,4.3,4.32,2.67,2.4624,-1.2039728043259361,4,4,6
254,4.79,4.81,2.94,2.6936,-0.8915981192837836,4,5,6
255,5.1,5.14,3.27,2.827,-0.6348782724359695,1,6,1
256,4.37,4.3,2.65,2.537,-1.2039728043259361,3,2,3
257,4.66,4.73,2.94,2.7434,-0.916290731874155,3,2,4
258,4.39,4.43,2.7,2.4808,-1.1394342831883648,4,6,5
259,6.96,7.04,4.35,3.8720000000000003,0.26236426446749106,4,4,5
260,8.01,8.07,5.01,4.842,0.7080357930536959,2,1,2
261,8.17,7.92,5.06,5.148,0.7080357930536959,1,3,1
262,6.78,6.76,4.22,3.8531999999999997,0.1823215567939546,2,2,2
263,8.35,8.24,5.14,4.6968,0.7793248768009977,4,1,3
264,4.13,4.11,2.56,2.3016000000000005,-1.3470736479666092,3,5,3
265,6.1,6.07,3.94,3.3992000000000004,-0.09431067947124129,0,2,2
266,4.51,4.47,2.79,2.4585,-1.0788096613719298,4,5,2
267,4.42,4.46,2.7,2.4976000000000003,-1.1086626245216111,4,3,6
268,4.42,4.44,2.74,2.4420000000000006,-1.1086626245216111,4,4,6
269,4.47,4.5,2.79,2.61,-1.0498221244986778,3,5,4
270,5.67,5.64,3.58,3.1584000000000003,-0.342490308946776,2,3,4
271,6.68,6.64,4.01,3.652,0.06765864847381486,3,6,2
272,5.65,5.7,3.57,3.1920000000000006,-0.342490308946776,2,6,4
273,8.39,8.36,5.11,4.8488,0.8020015854720274,3,0,3
274,4.85,4.89,3.0,2.6895000000000002,-0.843970070294529,4,2,6
275,5.2,5.23,3.27,2.9811,-0.5978370007556204,4,6,3
276,6.14,6.21,3.85,3.4776000000000002,-0.10536051565782628,4,3,1
277,5.69,5.75,3.59,3.22,-0.3285040669720361,2,1,6
278,4.36,4.39,2.7,2.41889,-1.171182981502945,4,0,4
279,3.98,4.01,2.44,2.2055000000000002,-1.4696759700589417,4,2,6
280,4.37,4.34,2.63,2.5606,-1.171182981502945,3,5,5
281,7.37,7.33,4.55,4.1781,0.41871033485818504,4,4,1
282,6.96,7.08,4.14,4.1064,0.19885085874516517,2,6,1
283,7.06,7.12,4.34,4.0584,0.27763173659827955,4,1,4
284,7.01,6.95,4.18,4.1005,0.2151113796169455,3,6,1
285,6.45,6.47,3.98,3.8172999999999995,0.009950330853168092,3,2,3
286,4.73,4.79,2.94,2.6824000000000003,-0.916290731874155,4,1,3
287,5.99,5.93,3.66,3.3800999999999997,-0.2231435513142097,3,0,1
288,5.04,5.08,3.19,2.9463999999999997,-0.6931471805599453,2,5,2
289,6.64,6.69,4.02,4.0809,0.08617769624105241,1,4,1
290,4.35,4.39,2.63,2.5462,-1.2039728043259361,3,3,7
291,3.81,3.78,2.24,2.268,-1.6094379124341003,3,5,3
292,6.94,6.98,4.18,3.9785999999999997,0.1906203596086497,4,3,3
293,7.02,7.0,4.63,3.9899999999999998,0.3576744442718159,0,5,1
294,5.29,5.34,3.29,2.8836,-0.579818495252942,4,1,7
295,7.65,7.68,4.72,4.531199999999999,0.5364933705145685,4,0,5
296,6.89,6.84,4.27,3.9671999999999996,0.2151113796169455,3,4,3
297,7.27,7.22,4.45,4.1876,0.3576744442718159,3,4,2
298,8.48,8.4,5.27,4.787999999999999,0.8415671856782185,3,0,3
299,4.45,4.47,2.79,2.5925999999999996,-1.0788096613719298,3,1,6
300,4.8,4.85,2.93,2.7644999999999995,-0.8915981192837836,4,5,6
301,6.6,6.62,4.16,3.7733999999999996,0.11332868530700327,2,4,2
302,6.44,6.42,4.02,3.7878,0.02955880224154443,3,5,3
303,7.08,7.0,4.42,4.2,0.30010459245033816,3,4,1
304,4.37,4.41,2.71,2.4696000000000002,-1.1394342831883648,4,3,6
305,4.39,4.47,2.63,2.682,-1.2039728043259361,4,6,5
306,5.23,5.2,3.02,3.172,-0.6931471805599453,1,3,3
307,6.62,6.65,4.08,3.7240000000000006,0.09531017980432493,4,3,2
308,4.49,4.43,2.74,2.6136999999999997,-1.1086626245216111,3,3,4
309,5.1,5.13,3.18,2.8728000000000002,-0.6733445532637656,4,3,1
310,4.72,4.69,2.91,2.7202,-0.916290731874155,3,2,6
311,5.92,5.95,3.51,3.5105,-0.31471074483970024,4,5,2
312,6.7,6.78,4.28,3.7290000000000005,0.1823215567939546,1,6,2
313,5.91,5.96,3.62,3.3376,-0.2613647641344075,4,5,3
314,5.69,5.72,3.54,3.2032000000000003,-0.342490308946776,2,1,2
315,5.74,5.79,3.52,3.1845000000000003,-0.35667494393873245,4,4,3
316,5.15,5.13,3.13,3.1292999999999997,-0.6539264674066639,3,6,2
317,5.32,5.35,3.28,2.996,-0.5621189181535413,4,2,6
318,5.7,5.65,3.62,3.1640000000000006,-0.342490308946776,1,1,6
319,4.37,4.4,2.73,2.4200000000000004,-1.1394342831883648,4,3,4
320,5.64,5.67,3.49,3.3453,-0.35667494393873245,2,0,1
321,5.11,5.15,3.18,2.9354999999999998,-0.6733445532637656,4,5,4
322,4.41,4.34,2.59,2.6908,-1.171182981502945,3,4,6
323,4.74,4.78,2.95,2.6768000000000005,-0.8915981192837836,4,2,5
324,6.39,6.36,3.82,3.7524,-0.030459207484708574,3,4,2
325,4.68,4.75,3.01,2.5650000000000004,-0.916290731874155,2,6,2
326,4.41,4.37,2.72,2.4035,-1.1394342831883648,4,6,3
327,4.32,4.29,2.65,2.4453,-1.2039728043259361,4,5,5
328,6.36,6.4,3.71,3.776,-0.09431067947124129,1,2,2
329,5.3,5.27,3.23,3.0038999999999993,-0.5978370007556204,4,4,3
330,6.63,6.57,4.11,4.0734,0.08617769624105241,3,1,1
331,4.64,4.67,2.86,2.6152,-0.9942522733438669,4,5,5
332,6.59,6.51,3.85,3.7758,0.009950330853168092,3,3,2
333,5.23,5.26,3.23,2.9456,-0.616186139423817,4,4,5
334,7.31,7.28,4.57,4.2952,0.412109650826833,3,1,1
335,6.58,6.51,4.01,3.7106999999999997,0.04879016416943205,4,3,4
336,5.16,5.11,3.15,2.9638,-0.6733445532637656,3,1,2
337,6.41,6.38,3.92,3.828,0.009950330853168092,2,3,2
338,8.19,8.26,4.95,4.6256,0.712949807856125,4,1,2
339,7.5,7.47,4.54,4.407299999999999,0.4382549309311553,3,0,3
340,6.62,6.67,4.17,3.8686,0.131028262406404,1,2,2
341,4.81,4.83,2.96,2.7048,-0.8915981192837836,4,4,7
342,5.68,5.74,3.56,3.1570000000000005,-0.342490308946776,2,4,4
343,6.7,6.64,4.03,3.9175999999999997,0.10436001532424286,3,2,1
344,6.65,6.59,4.03,4.1517,0.11332868530700327,2,5,1
345,4.42,4.39,2.66,2.5900999999999996,-1.1394342831883648,3,2,1
346,5.63,5.58,3.57,3.0690000000000004,-0.35667494393873245,1,5,1
347,5.09,5.14,3.14,3.1353999999999997,-0.6931471805599453,2,4,1
348,4.36,4.38,2.71,2.4090000000000003,-1.171182981502945,4,6,3
349,6.53,6.49,3.97,3.7641999999999998,0.009950330853168092,3,3,2
350,5.35,5.39,3.33,3.0184,-0.527632742082372,2,3,4
351,4.42,4.39,2.71,2.4584,-1.1394342831883648,4,6,3
352,5.77,5.8,3.53,3.248,-0.342490308946776,4,6,1
353,4.59,4.63,2.84,2.6390999999999996,-0.9942522733438669,4,4,5
354,4.3,4.28,2.74,2.3540000000000005,-1.171182981502945,1,1,4
355,5.66,5.62,3.55,3.2596,-0.342490308946776,3,2,2
356,6.88,6.83,4.22,4.1663,0.1906203596086497,3,2,2
357,8.19,8.15,4.85,4.727,0.6981347220709843,3,3,1
358,4.39,4.41,2.72,2.4696000000000002,-1.1394342831883648,4,6,6
359,5.16,5.1,3.15,2.9069999999999996,-0.6931471805599453,3,3,5
360,4.31,4.34,2.69,2.4304,-1.171182981502945,4,3,7
361,4.7,4.66,2.96,2.7028,-0.916290731874155,2,5,2
362,3.93,3.97,2.42,2.3026,-1.4696759700589417,2,6,5
363,4.65,4.68,2.87,2.6675999999999997,-0.9675840262617056,4,0,3
364,7.1,7.14,4.37,4.3553999999999995,0.3220834991691132,2,4,4
365,5.3,5.34,3.25,3.0971999999999995,-0.579818495252942,3,6,3
366,7.21,7.17,4.21,4.3736999999999995,0.28517894223366247,3,3,3
367,4.62,4.66,3.03,2.7028,-0.8915981192837836,0,1,4
368,5.67,5.71,3.5,3.3118,-0.35667494393873245,2,5,5
369,5.71,5.79,3.54,3.3002999999999996,-0.342490308946776,4,5,3
370,4.9,4.92,2.94,2.7552000000000003,-0.8675005677047231,2,5,5
371,7.41,7.44,4.62,4.3152,0.44468582126144574,3,2,3
372,6.48,6.41,4.05,3.7178,0.02955880224154443,3,0,1
373,4.76,4.73,2.98,2.6961,-0.8915981192837836,4,6,4
374,4.38,4.4,2.71,2.3760000000000003,-1.171182981502945,4,3,7
375,4.8,4.84,2.99,2.662,-0.8675005677047231,4,4,6
376,6.09,5.9,4.18,3.481,-0.040821994520255166,0,3,2
377,7.36,7.39,4.52,4.212299999999999,0.4054651081081644,4,1,0
378,4.74,4.8,2.95,2.64,-0.916290731874155,4,4,7
379,4.1,4.15,2.56,2.3655,-1.3093333199837622,2,2,5
380,7.13,6.95,4.31,3.9614999999999996,0.25464221837358075,3,2,1
381,7.3,7.26,4.55,4.283399999999999,0.4054651081081644,3,1,3
382,5.73,5.77,3.53,3.2888999999999995,-0.35667494393873245,2,4,2
383,5.15,5.22,3.21,3.0797999999999996,-0.616186139423817,2,4,4
384,6.28,6.35,4.01,3.556,0.0,2,4,2
385,6.94,6.88,4.29,3.9215999999999998,0.23111172096338664,3,2,2
